,Unnamed: 0,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Without Stopwords,With Lemmatization,Without Stopwords and With Lemmatization,Lowercase and Expanded Contraction
102,102,And I am wearing my heart on my sleeve,11,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,wearing heart sleeve,and i be wear my heart on my sleeve,wear heart sleeve,and i am wearing my heart on my sleeve
103,103,"Feeling lucky today, got the sunshine",12,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,feeling lucky today got sunshine,feel lucky today get the sunshine,feel lucky today get sunshine,feeling lucky today got the sunshine
104,104,Could you tell me what more do I need,13,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,could tell need,could you tell me what more do i need,could tell need,could you tell me what more do i need
105,105,"And tomorrow's just a mystery, oh yeah",14,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,tomorrow mystery oh yeah,and tomorrow s just a mystery oh yeah,tomorrow mystery oh yeah,and tomorrow s just a mystery oh yeah
106,106,But that is OK,15,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,ok,but that be ok,ok,but that is ok
107,107,Maybe I am just a girl on a mission,19,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,maybe girl mission,maybe i be just a girl on a mission,maybe girl mission,maybe i am just a girl on a mission
108,108,But I am ready to fly,20,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,ready fly,but i be ready to fly,ready fly,but i am ready to fly
109,109,"Oh I am alone, on my own, and that is all I know",23,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,oh alone know,oh i be alone on my own and that be all i know,oh alone know,oh i am alone on my own and that is all i know
110,110,"Oh I am just a girl, trying to find a place in this world",24,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,oh girl trying find place world,oh i be just a girl try to find a place in this world,oh girl try find place world,oh i am just a girl trying to find a place in this world
111,111,Oh I am just a girl,25,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,oh girl,oh i be just a girl,oh girl,oh i am just a girl
112,112,"Oh I am just a girl, oh, oh",26,A Place in this World,Taylor Swift,2006-10-24,199200,49,0.5760000000000001,0.051,0.777,0.0,0.32,-2.881,0.0324,0.428,115.028,oh girl oh oh,oh i be just a girl oh oh,oh girl oh oh,oh i am just a girl oh oh
113,113,You have a way of coming easily to me,1,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,way coming easily,you have a way of come easily to me,way come easily,you have a way of coming easily to me
114,114,"And when you take, you take the very best of me",2,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,take take best,and when you take you take the very best of me,take take best,and when you take you take the very best of me
115,115,So I start a fight because I need to feel something,3,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,start fight need feel something,so i start a fight because i need to feel something,start fight need feel something,so i start a fight because i need to feel something
116,116,And you do what you want because I am not what you wanted,4,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,want wanted,and you do what you want because i be not what you want,want want,and you do what you want because i am not what you wanted
117,117,"Oh what a shame, what a rainy ending given to a perfect day",5,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,oh shame rainy ending given perfect day,oh what a shame what a rainy end give to a perfect day,oh shame rainy end give perfect day,oh what a shame what a rainy ending given to a perfect day
118,118,"Just walk away, no use defending words that you will never say",6,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,walk away use defending words never say,just walk away no use defend word that you will never say,walk away use defend word never say,just walk away no use defending words that you will never say
119,119,And now that I am sitting here thinking it through,7,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,sitting thinking,and now that i be sit here think it through,sit think,and now that i am sitting here thinking it through
120,120,I have never been anywhere cold as you,8,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,never anywhere cold,i have never be anywhere cold a you,never anywhere cold,i have never been anywhere cold as you
121,121,You put up walls and paint them all a shade of gray,9,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,put walls paint shade gray,you put up wall and paint them all a shade of gray,put wall paint shade gray,you put up walls and paint them all a shade of gray
122,122,And I stood there loving you and wished them all away,10,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,stood loving wished away,and i stand there love you and wish them all away,stand love wish away,and i stood there loving you and wished them all away
123,123,And you come away with a great little story,11,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,come away great little story,and you come away with a great little story,come away great little story,and you come away with a great little story
124,124,Of a mess of a dreamer with the nerve to adore you,12,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,mess dreamer nerve adore,of a mess of a dreamer with the nerve to adore you,mess dreamer nerve adore,of a mess of a dreamer with the nerve to adore you
125,125,"You never did give a damn thing honey but I cried, cried for you",17,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,never give damn thing honey cried cried,you never do give a damn thing honey but i cry cry for you,never give damn thing honey cry cry,you never did give a damn thing honey but i cried cried for you
126,126,"And I know you would not have told nobody if I died, died for you",18,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,know would told nobody died died,and i know you would not have tell nobody if i die die for you,know would tell nobody die die,and i know you would not have told nobody if i died died for you
127,127,(Died for you),19,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,died,die for you,die,died for you
128,128,Every smile you fake is so condescending,21,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,every smile fake condescending,every smile you fake be so condescending,every smile fake condescending,every smile you fake is so condescending
129,129,Counting all the scars you made,22,Cold As You,Taylor Swift,2006-10-24,239013,50,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,0.261,175.558,counting scars made,count all the scar you make,count scar make,counting all the scars you made
130,130,I did not know what I would find,1,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,know would find,i do not know what i would find,know would find,i did not know what i would find
131,131,"When I went looking for a reason, I know",2,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,went looking reason know,when i go look for a reason i know,go look reason know,when i went looking for a reason i know
132,132,I did not read between the lines,3,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,read lines,i do not read between the line,read line,i did not read between the lines
133,133,"And, baby, I have got nowhere to go",4,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,baby got nowhere go,and baby i have get nowhere to go,baby get nowhere go,and baby i have got nowhere to go
134,134,I tried to take the road less traveled by,5,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,tried take road less traveled,i try to take the road le travel by,try take road le travel,i tried to take the road less traveled by
135,135,But nothing seems to work the first few times,6,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,nothing seems work first times,but nothing seem to work the first few time,nothing seem work first time,but nothing seems to work the first few times
136,136,Am I right?,7,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,right,be i right,right,am i right
137,137,So how can I ever try to be better?,8,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,ever try better,so how can i ever try to be good,ever try good,so how can i ever try to be better
138,138,Nobody ever let us me in,9,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,nobody ever let us,nobody ever let u me in,nobody ever let u,nobody ever let us me in
139,139,"I can still see you, this are not the best view",10,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,still see best view,i can still see you this be not the best view,still see best view,i can still see you this are not the best view
140,140,On the outside looking in,11,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,outside looking,on the outside look in,outside look,on the outside looking in
141,141,I have been a lot of lonely places,12,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,lot lonely places,i have be a lot of lonely place,lot lonely place,i have been a lot of lonely places
142,142,I have never been on the outside,13,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,never outside,i have never be on the outside,never outside,i have never been on the outside
143,143,"You saw me there, but never knew",14,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,saw never knew,you saw me there but never know,saw never know,you saw me there but never knew
144,144,I would give it all up to be,15,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,would give,i would give it all up to be,would give,i would give it all up to be
145,145,"A part of this, a part of you",16,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,part part,a part of this a part of you,part part,a part of this a part of you
146,146,And now it is all too late so you see,17,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,late see,and now it be all too late so you see,late see,and now it is all too late so you see
147,147,You could have helped if you had wanted to,18,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,could helped wanted,you could have help if you have want to,could help want,you could have helped if you had wanted to
148,148,But no one notices until it is too,19,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,one notices,but no one notice until it be too,one notice,but no one notices until it is too
149,149,Late to do anything,20,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.982,late anything,late to do anything,late anything,late to do anything
150,150,Seems the only one who does not see your beauty,1,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,seems one see beauty,seem the only one who do not see your beauty,seem one see beauty,seems the only one who does not see your beauty
151,151,Is the face in the mirror looking back at you,2,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,face mirror looking back,be the face in the mirror look back at you,face mirror look back,is the face in the mirror looking back at you
152,152,You walk around here thinking you are not pretty,3,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,walk around thinking pretty,you walk around here think you be not pretty,walk around think pretty,you walk around here thinking you are not pretty
153,153,"But that is not true, because I know you",4,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,true know,but that be not true because i know you,true know,but that is not true because i know you
154,154,Hold on,5,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,hold,hold on,hold,hold on
155,155,Baby you are losing it,6,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,baby losing,baby you be lose it,baby lose,baby you are losing it
156,156,The water's high,7,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,water high,the water s high,water high,the water s high
157,157,you are jumping into it,8,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,jumping,you be jump into it,jump,you are jumping into it
158,158,And letting go,9,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,letting go,and let go,let go,and letting go
159,159,And no one knows,10,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,one knows,and no one know,one know,and no one knows
160,160,That you cry,11,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165,cry,that you cry,cry,that you cry
