,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
142,I've never been on the outside,13,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
143,"You saw me there, but never knew",14,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
144,I would give it all up to be,15,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
145,"A part of this, a part of you",16,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
146,And now it's all too late so you see,17,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
147,You could've helped if you had wanted to,18,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
148,But no one notices until it's too,19,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
149,Late to do anything,20,The Outside,Taylor Swift,2006-10-24,207106,47,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,0.591,112.98200000000001
150,Seems the only one who doesn't see your beauty,1,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
151,Is the face in the mirror looking back at you,2,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
152,You walk around here thinking you're not pretty,3,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
153,"But that's not true, 'cause I know you",4,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
154,Hold on,5,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
155,Baby you're losing it,6,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
156,The water's high,7,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
157,You're jumping into it,8,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
158,And letting go,9,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
159,And no one knows,10,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
160,That you cry,11,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
161,But you don't tell anyone,12,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
162,That you might,13,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
163,Not be the golden one,14,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
164,And you're tied together with a smile,15,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
165,But you're coming undone,16,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
166,I guess it's true that love was all you wanted,17,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
167,'Cause you're giving it away like it's extra change,18,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
168,Hoping it will end up in his pocket,19,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
169,But he leaves you out like a penny in the rain,20,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
170,"Oh, 'cause it's not his price to pay",21,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
171,Not his price to pay,22,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
172,You're tied together with a smile,47,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
173,But you're coming undone oh,48,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
174,"Goodbye, baby",49,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
175,"With a smile, baby, baby",50,Tied Together with a Smile,Taylor Swift,2006-10-24,248106,47,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,0.192,146.165
176,Cory's eyes are like a jungle,1,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
177,"He smiles, it's like the radio",2,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
178,He whispers songs into my window,3,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
179,In words that nobody knows,4,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
180,These pretty girls on every corner,5,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
181,They watch him as he's walking home,6,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
182,"Saying, ""Does he know?""",7,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
183,Will you ever know?,8,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
184,You're beautiful,9,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
185,Every little piece love,10,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
186,And don't you know,11,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
187,You're really gonna be someone,12,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
188,Ask anyone,13,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
189,And when you find everything you looked for,14,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
190,I hope your life will lead you back to my door,15,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
191,"Oh, but if it don't",16,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
192,Stay beautiful,17,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
193,Cory finds another way to be,18,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
194,The highlight of my day,19,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
195,I'm taking pictures in my mind,20,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
196,So I can save them for a rainy day,21,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
197,It's hard to make a conversation,22,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
198,When he's taking my breath away,23,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
199,"I should say, hey, by the way",24,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
200,If you and I are a story,34,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
201,That never gets told,35,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
202,If what you are is a daydream,36,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
203,I'll never get to hold,37,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
204,At least you'll know,38,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
205,I hope your life will lead you back to my front door,45,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
206,Will you stay,47,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
207,"Beautiful, beautiful, beautiful?",48,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
208,La la la,50,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
209,"Oh, oh, oh, oh",51,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
210,"Na, na, na, na, na",55,Stay Beautiful,Taylor Swift,2006-10-24,236053,48,0.594,0.0868,0.629,0.0,0.13699999999999998,-4.919,0.0246,0.504,131.597
211,It's strange to think the songs we used to sing,1,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
212,"The smiles, the flowers, everything is gone",2,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
213,Yesterday I found out about you,3,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
214,Even now just looking at you: feels wrong,4,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
215,"You say that you'd take it all back, given one chance",5,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
216,"It was a moment of weakness and you said, ""Yes""",6,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
217,"You should've said, ""No"", you should've gone home",7,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
218,You should've thought twice 'fore you let it all go,8,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
219,"You should've know that word, 'bout what you did with her",9,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
220,Get back to me (get back to me),10,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
221,"And I should've been there, in the back of your mind",11,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
222,"I shouldn't be asking myself, ""Why?""",12,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
223,You shouldn't be begging for forgiveness at my feet,13,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
224,"You should've said no, baby, and you might still have me",14,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
225,You can see that I've been crying,15,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
226,Baby you know all the right things to say,16,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
227,But do you honestly expect me to believe,17,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
228,We could ever be the same?,18,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
229,"You say that the past is the past, you need one chance",19,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
230,I can't resist,29,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
231,Before you go tell me this,30,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
232,Was it worth it?,31,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
233,Was she worth this?,32,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
234,"No no, no, no",33,Should've Said No,Taylor Swift,2006-10-24,242200,53,0.47600000000000003,0.0103,0.777,0.0,0.196,-3.7710000000000004,0.0289,0.47200000000000003,167.96400000000003
235,"She said, I was seven and you were nine",1,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
236,I looked at you like the stars that shined,2,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
237,"In the sky, the pretty lights",3,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
238,And our daddies used to joke about the two of us,4,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
239,Growing up and falling in love and our mamas smiled,5,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
240,And rolled their eyes and said oh my my my,6,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
241,Take me back to the house in the backyard tree,7,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
242,"Said you'd beat me up, you were bigger than me",8,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
243,"You never did, you never did",9,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
244,Take me back when our world was one block wide,10,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
245,I dared you to kiss me and ran when you tried,11,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
246,"Just two kids, you and I",12,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
247,Oh my my my my,13,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
248,"Well, I was sixteen when suddenly",14,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
249,I wasn't that little girl you used to see,15,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
250,But your eyes still shined like pretty lights,16,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
251,They never believed we'd really fall in love,18,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,213080,50,0.40299999999999997,0.0177,0.627,0.0,0.182,-5.28,0.0292,0.374,74.9
